CLIENT_ID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit
720680058,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,3888
716909283,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,30655
754654383,30,M,2,High School,Married,Less than $40K,Blue,23,2997
719226333,44,M,4,Unknown,Single,$60K - $80K,Blue,24,11042
779759058,52,M,0,Graduate,Single,$120K +,Blue,41,3386
718206783,45,F,4,Unknown,Single,Less than $40K,Gold,36,15987
715783758,40,M,4,Graduate,Divorced,$120K +,Blue,30,25188
771190083,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,2410
713135883,65,F,0,High School,Married,Unknown,Blue,53,4315
778799583,35,F,0,Unknown,Married,Less than $40K,Blue,24,2592
808796208,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5476
708313608,53,M,3,Unknown,Married,$80K - $120K,Blue,43,2464
779330208,62,F,1,College,Married,Less than $40K,Blue,44,2378
794498733,40,M,2,Unknown,Single,$120K +,Blue,21,20056
807964908,41,M,4,High School,Married,$60K - $80K,Blue,36,8013
823845783,53,M,2,Unknown,Married,$120K +,Blue,49,3386
711748983,30,M,1,High School,Married,$60K - $80K,Blue,17,7906
718064283,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,11501
710492733,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,13632
779016408,37,F,3,Uneducated,Married,Less than $40K,Blue,27,2229
717787533,51,F,1,High School,Married,Less than $40K,Blue,40,5158
714851058,31,M,0,Graduate,Married,$40K - $60K,Blue,21,2158
823535133,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41,23271
708455883,57,M,1,Graduate,Single,$80K - $120K,Blue,36,10244
780095808,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30,2588
709207458,44,M,3,Graduate,Married,$40K - $60K,Blue,27,10747
763895958,53,M,2,High School,Married,$120K +,Blue,46,7474
715942683,32,F,3,Graduate,Single,Less than $40K,Blue,36,3555
721301733,53,M,1,Graduate,Married,$80K - $120K,Blue,38,22140
711927108,54,M,3,High School,Married,$80K - $120K,Blue,36,9457
718083483,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35,6218
717548358,38,F,1,College,Married,Less than $40K,Blue,25,2580
816829608,44,M,2,Unknown,Married,$80K - $120K,Blue,39,1438.3
713936583,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6224
709682658,37,F,4,High School,Single,$40K - $60K,Blue,36,3093
793889508,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4076
714648933,55,F,3,Graduate,Married,Unknown,Blue,36,4861
711556533,43,F,1,Graduate,Unknown,Unknown,Blue,36,9851
717420333,37,M,1,High School,Single,$60K - $80K,Blue,26,7349
768921933,34,M,2,High School,Married,$60K - $80K,Blue,28,2853
714311583,46,F,4,Graduate,Single,Unknown,Blue,36,17023
717707133,32,M,1,Unknown,Single,$40K - $60K,Blue,24,10060
716043258,53,M,3,Unknown,Married,$40K - $60K,Blue,41,1595
716343408,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,8475
718909158,38,M,1,College,Married,Less than $40K,Blue,25,5559
719471433,31,F,0,Graduate,Married,Less than $40K,Blue,22,2917
712763808,38,M,2,Unknown,Single,$60K - $80K,Blue,36,6692
711147483,46,F,3,Graduate,Single,Less than $40K,Blue,28,8551
719788833,47,M,3,High School,Married,$60K - $80K,Blue,36,10569
715168983,47,F,3,Graduate,Married,Less than $40K,Blue,36,7051
714306258,56,M,1,College,Married,$60K - $80K,Blue,46,10117
713828208,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36,8311
710574558,47,M,4,Graduate,Single,$80K - $120K,Blue,41,26442
710947683,64,F,0,Graduate,Married,Less than $40K,Blue,51,4920
711113958,37,F,3,Unknown,Married,Less than $40K,Blue,25,1438.3
718923858,42,M,1,College,Married,$60K - $80K,Silver,29,26750
752666508,41,M,4,College,Married,$80K - $120K,Silver,34,34516
712672083,65,F,0,High School,Married,Less than $40K,Blue,36,1438.3
719863758,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,1869
720990183,54,M,5,High School,Married,$60K - $80K,Blue,36,14539
720718908,46,M,3,Uneducated,Single,$120K +,Blue,36,26977
721250358,50,M,2,Unknown,Married,$40K - $60K,Blue,36,5426
779773533,50,F,3,Unknown,Married,Less than $40K,Blue,34,7623
708249708,48,F,1,Doctorate,Married,Less than $40K,Blue,39,4844
713967783,62,F,0,Unknown,Married,Unknown,Blue,52,2683
779506158,39,F,1,College,Married,Less than $40K,Blue,22,3214
759823158,46,M,1,Unknown,Married,$60K - $80K,Blue,39,5374
716608608,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,8004
789528183,39,F,2,Graduate,Married,Unknown,Blue,31,1438.3
708895158,46,M,2,Unknown,Married,$80K - $120K,Blue,34,2925
824805858,39,F,2,Uneducated,Single,Less than $40K,Blue,35,9235
720840108,44,M,0,Uneducated,Married,Less than $40K,Blue,24,8837
787595658,57,F,3,Unknown,Single,Less than $40K,Blue,29,8801
720244983,40,M,3,Unknown,Single,$40K - $60K,Blue,28,3563
713220258,65,F,0,High School,Married,Unknown,Blue,36,8138
813469458,26,F,1,Graduate,Single,$40K - $60K,Blue,20,1438.3
788939358,47,M,2,High School,Unknown,$60K - $80K,Blue,33,2458
718870158,47,M,4,High School,Married,$60K - $80K,Blue,34,4592
788673708,57,F,2,High School,Married,$40K - $60K,Blue,45,1438.3
711809283,31,M,1,Unknown,Married,Less than $40K,Blue,36,1868
816513108,54,M,4,Graduate,Married,$60K - $80K,Blue,49,5269
718594608,43,F,2,Post-Graduate,Married,Unknown,Blue,36,20156
823606983,39,M,2,College,Married,$60K - $80K,Blue,35,7410
717028158,53,M,3,Graduate,Married,$120K +,Blue,44,12163
788485908,44,M,3,Unknown,Married,$60K - $80K,Blue,37,6224
714472608,59,M,0,College,Married,Less than $40K,Blue,49,4250
710793783,53,F,3,Graduate,Married,Unknown,Blue,40,12059
794340033,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,2799
716462658,47,M,4,Doctorate,Single,$80K - $120K,Blue,36,18037
718050033,54,M,2,College,Married,$120K +,Blue,43,5657
714023808,42,F,2,Graduate,Married,Unknown,Blue,33,13770
716341833,53,F,3,College,Married,Less than $40K,Blue,44,4646
719648358,50,M,2,Graduate,Single,$80K - $120K,Blue,35,2514
816600933,56,M,0,College,Married,$80K - $120K,Blue,51,14501
714208533,43,M,3,High School,Married,$60K - $80K,Blue,36,8663
713095533,44,F,4,High School,Divorced,Less than $40K,Blue,36,2333
809967783,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,3038
715848408,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,8851
714414483,54,F,0,Unknown,Married,Less than $40K,Blue,44,2945
708655983,49,F,3,High School,Divorced,Unknown,Blue,40,5267
720426708,56,M,3,High School,Single,$60K - $80K,Blue,45,8512
713743158,47,M,1,Graduate,Married,$60K - $80K,Blue,36,19063
721279083,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5376
779149683,30,F,0,Graduate,Divorced,Unknown,Blue,13,7772
714970458,39,F,2,High School,Married,$40K - $60K,Blue,29,9173
719070108,44,M,2,Graduate,Married,$80K - $120K,Silver,35,34516
715490733,54,F,3,Uneducated,Single,Unknown,Blue,36,11975
714989583,46,M,2,Graduate,Married,$60K - $80K,Blue,36,15405
820355433,43,M,3,Unknown,Single,$40K - $60K,Blue,38,2615
715901508,35,M,1,High School,Married,$80K - $120K,Blue,25,23991
710370483,39,F,4,College,Married,Less than $40K,Blue,31,1888
778573233,61,F,1,Graduate,Married,Less than $40K,Blue,54,3102
708833133,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,3170
719885883,53,M,3,College,Single,$120K +,Blue,36,34516
712523283,55,M,2,Unknown,Married,$120K +,Blue,41,14938
711309033,41,M,2,Unknown,Single,$60K - $80K,Blue,24,17298
708134283,35,M,2,Uneducated,Married,Less than $40K,Blue,36,3131
720147633,61,M,1,Unknown,Single,$40K - $60K,Blue,47,11915
708983658,51,M,2,Uneducated,Single,$120K +,Blue,39,16868
766285608,42,M,3,High School,Single,$40K - $60K,Blue,35,3266
779715108,46,M,2,Unknown,Divorced,$80K - $120K,Blue,30,2770
798035358,46,F,4,High School,Single,Less than $40K,Blue,40,3556
719391783,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,9149
809342208,26,M,0,Graduate,Single,Unknown,Blue,19,1438.3
780713058,46,M,3,High School,Married,$60K - $80K,Blue,35,14701
779338683,62,M,1,Graduate,Married,$60K - $80K,Blue,44,14825
783387783,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,49,10127
787800108,55,M,2,College,Married,$80K - $120K,Blue,45,2929
721397808,32,M,0,High School,Married,$40K - $60K,Blue,24,3735
778698408,37,F,4,Uneducated,Married,Less than $40K,Blue,18,2930
709545333,33,F,4,High School,Single,Unknown,Blue,29,12716
716032233,42,M,2,College,Married,$80K - $120K,Blue,32,22120
717835908,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,1438.3
719466558,60,F,0,High School,Single,Unknown,Blue,36,4546
778663458,65,M,1,High School,Married,Less than $40K,Blue,47,1759
716024808,57,M,1,Graduate,Married,$80K - $120K,Blue,36,4829
713008308,59,F,0,Unknown,Married,Less than $40K,Blue,47,7692
794831733,45,F,5,Graduate,Married,Less than $40K,Blue,39,2156
713854608,62,M,1,Uneducated,Married,$60K - $80K,Blue,36,9521
715993608,51,M,2,College,Single,$120K +,Blue,41,26714
789368658,57,M,2,Graduate,Married,$80K - $120K,Blue,47,2092
802817358,38,F,3,High School,Married,Unknown,Blue,32,11594
708098133,32,F,0,Graduate,Married,Less than $40K,Blue,19,2834
801499908,43,F,4,Graduate,Married,Less than $40K,Blue,37,4724
824770683,51,F,0,Unknown,Divorced,Less than $40K,Blue,47,3049
718310733,50,M,2,Unknown,Divorced,$80K - $120K,Blue,36,20614
708162558,64,F,0,Uneducated,Married,Unknown,Blue,54,3250
721129383,53,F,1,Doctorate,Married,Less than $40K,Blue,36,3128
721249158,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,6414
721049658,53,M,3,Graduate,Single,$80K - $120K,Blue,34,2506
806392908,52,F,4,High School,Single,Unknown,Blue,47,7469
714886533,60,F,2,High School,Married,Less than $40K,Blue,36,3460
772375533,30,M,1,Graduate,Married,$80K - $120K,Blue,19,9959
826775058,43,F,3,Uneducated,Married,Less than $40K,Blue,39,4175
711878733,60,M,1,Uneducated,Married,$60K - $80K,Blue,48,10264
714550383,46,M,2,High School,Single,$40K - $60K,Blue,36,4129
712636308,65,F,2,High School,Married,$40K - $60K,Blue,45,2658
772139433,44,F,2,College,Single,$40K - $60K,Blue,33,4589
709058808,56,F,2,College,Married,Less than $40K,Blue,36,2781
813240408,45,F,4,High School,Married,Unknown,Blue,39,24880
767753958,37,M,3,Graduate,Unknown,$40K - $60K,Blue,31,8504
710111733,48,M,2,High School,Married,$80K - $120K,Blue,39,8091
761544333,37,F,4,College,Married,$40K - $60K,Blue,30,3417
788814783,39,M,1,Uneducated,Single,$60K - $80K,Blue,22,9204
715034358,41,M,2,Graduate,Married,$120K +,Blue,32,14302
709624533,55,F,2,High School,Married,Less than $40K,Blue,45,3187
709942383,34,M,1,Graduate,Married,$80K - $120K,Blue,36,6313
803957508,52,M,2,Unknown,Single,$80K - $120K,Blue,47,15904
713378133,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39,11696
709217358,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,20371
720998358,52,M,0,High School,Married,$120K +,Silver,41,34516
721051908,45,M,3,Graduate,Single,$60K - $80K,Blue,33,7552
715232058,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5561
806250783,57,F,2,High School,Married,Less than $40K,Blue,52,1441
817245183,51,M,2,Unknown,Unknown,$120K +,Blue,33,19715
713670333,60,M,1,Unknown,Single,Less than $40K,Blue,52,2486
826477083,48,F,2,College,Married,Less than $40K,Blue,44,4570
788728608,34,M,0,High School,Married,$40K - $60K,Blue,13,3870
717190533,49,M,4,High School,Married,$60K - $80K,Blue,36,12938
716580033,53,M,3,High School,Married,$120K +,Blue,36,21178
711644508,34,M,2,Uneducated,Single,$80K - $120K,Blue,36,12182
714334383,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3583
720611058,40,M,3,Graduate,Single,$120K +,Blue,27,17018
712420833,49,F,5,College,Single,Unknown,Blue,41,16031
713845083,41,F,4,High School,Single,Less than $40K,Blue,36,4203
713756508,46,M,3,Graduate,Divorced,Less than $40K,Blue,36,4213
735565158,46,M,4,Graduate,Married,$60K - $80K,Blue,33,21548
714131058,30,M,0,Graduate,Unknown,$60K - $80K,Blue,36,18513
717180633,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,2483
717295683,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,3460
713128833,49,M,2,Unknown,Unknown,$60K - $80K,Blue,36,6511
813499458,45,M,5,High School,Unknown,$60K - $80K,Blue,40,1438.3
710070183,53,F,1,High School,Single,Less than $40K,Blue,36,2615
789605658,42,F,1,Doctorate,Married,$40K - $60K,Blue,35,2985
710045058,46,M,5,High School,Married,$40K - $60K,Silver,28,18797
710164683,33,M,1,Graduate,Married,$60K - $80K,Blue,22,2859
710802258,46,F,2,Graduate,Married,Less than $40K,Blue,38,2888
721036233,61,M,0,High School,Married,$60K - $80K,Blue,36,9172
710036508,42,M,5,Uneducated,Married,$40K - $60K,Blue,34,14281
717776808,47,F,4,Graduate,Single,Less than $40K,Blue,39,7353
714906033,47,F,2,Graduate,Single,Less than $40K,Blue,36,5145
714273708,53,F,4,Graduate,Married,$40K - $60K,Blue,36,4753
721117533,46,F,3,Graduate,Single,Less than $40K,Blue,26,2171
715374558,26,M,0,College,Divorced,Less than $40K,Blue,36,4150
824807658,45,M,3,Graduate,Married,$60K - $80K,Blue,41,9106
714940608,36,M,2,High School,Divorced,$40K - $60K,Blue,36,2686
824782008,42,M,3,High School,Unknown,$60K - $80K,Blue,38,10239
717561108,52,M,1,Graduate,Married,$80K - $120K,Blue,36,34516
717127083,37,M,3,Graduate,Married,$120K +,Blue,25,15017
772460508,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,4426
720484908,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,2155
771237933,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,20620
794664183,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3238
797488158,52,M,2,High School,Married,$60K - $80K,Blue,46,14316
708543258,36,M,3,High School,Married,$80K - $120K,Blue,36,2607
778706508,43,M,4,College,Married,$60K - $80K,Blue,24,6231
712240083,38,F,3,Unknown,Single,Less than $40K,Blue,30,3730
713650683,65,F,0,Graduate,Married,Less than $40K,Blue,56,3094
772532208,51,F,2,Doctorate,Married,Less than $40K,Blue,41,6630
778929783,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,1925
714244383,39,M,3,College,Unknown,$80K - $120K,Blue,36,33406
718797558,39,F,1,Graduate,Married,Unknown,Blue,30,2917
712821333,60,M,0,Uneducated,Married,$60K - $80K,Blue,47,9452
721120008,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,2162
709633533,31,M,2,Uneducated,Married,Less than $40K,Blue,18,1438.3
710789058,55,M,1,Graduate,Single,$120K +,Blue,42,34516
716174433,65,F,1,College,Married,Less than $40K,Blue,54,2888
789886533,54,F,1,High School,Married,Less than $40K,Blue,44,3947
715210308,40,F,1,High School,Married,Unknown,Blue,31,15970
721038408,38,F,2,High School,Married,Less than $40K,Blue,27,1830
713325108,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,7712
720352533,43,M,3,High School,Unknown,$60K - $80K,Blue,36,20811
708431433,41,M,3,Graduate,Married,$120K +,Blue,31,11789
716996583,50,M,3,High School,Divorced,$120K +,Blue,37,3073
718699683,48,M,3,College,Married,$80K - $120K,Silver,36,34516
771359958,39,M,4,Unknown,Single,$120K +,Silver,26,34516
716604633,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6725
813952233,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,2978
713053383,42,M,3,Graduate,Married,$80K - $120K,Blue,36,34516
709979583,54,M,3,Graduate,Married,$120K +,Blue,46,34516
709380333,57,M,1,Uneducated,Married,$120K +,Blue,36,24545
778574283,53,F,1,Uneducated,Married,$40K - $60K,Blue,46,1438.3
789875883,41,F,4,Uneducated,Single,Less than $40K,Blue,31,2490
714661233,39,M,1,Graduate,Single,$120K +,Blue,24,10074
813915933,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40,2259
708358683,46,M,2,Graduate,Married,$80K - $120K,Silver,35,34516
824761458,54,M,2,High School,Married,$80K - $120K,Blue,50,9519
715362183,40,F,4,Graduate,Married,Unknown,Blue,36,3706
721194858,48,M,4,Graduate,Unknown,$80K - $120K,Blue,40,4438
803595858,56,F,3,High School,Married,$40K - $60K,Blue,51,1438.3
716198358,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,2372
714173808,44,F,4,Graduate,Single,Less than $40K,Blue,34,4214
709465758,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,1438.3
714081558,33,F,0,Graduate,Married,Unknown,Blue,36,2613
717364458,36,F,3,High School,Married,Less than $40K,Blue,26,4331
778755858,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,3665
710754933,61,F,0,Graduate,Married,Less than $40K,Blue,49,1438.3
720007383,41,F,2,Unknown,Single,Unknown,Blue,28,4411
810220833,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,15871
718362783,35,M,2,Graduate,Married,$80K - $120K,Blue,27,12643
708267858,65,F,0,High School,Married,$40K - $60K,Blue,36,6088
708856983,36,M,3,Post-Graduate,Married,$120K +,Blue,27,13873
715588908,42,F,4,Graduate,Single,Less than $40K,Blue,32,6158
772674933,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5638
720148983,54,F,1,Uneducated,Married,Less than $40K,Blue,40,2178
720650208,40,F,3,College,Unknown,$40K - $60K,Blue,22,12588
769732233,40,M,5,Graduate,Married,$80K - $120K,Blue,34,11942
713030958,57,F,2,College,Married,Less than $40K,Blue,44,3914
711320508,57,M,4,Graduate,Married,$80K - $120K,Blue,49,3038
795795408,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,5579
717904383,40,M,2,Graduate,Married,$80K - $120K,Blue,31,18693
714115533,28,M,0,Graduate,Married,Less than $40K,Blue,18,2943
712475733,38,F,3,High School,Married,Less than $40K,Blue,28,2435
718996758,37,F,2,Graduate,Married,Less than $40K,Blue,30,2077
713049933,65,F,1,High School,Married,Unknown,Blue,36,5756
709961958,58,F,4,High School,Divorced,Unknown,Blue,45,21065
718301508,41,M,2,High School,Married,$60K - $80K,Blue,30,9428
714831033,54,M,5,Graduate,Married,$80K - $120K,Blue,47,6065
710653158,39,F,4,Graduate,Married,Unknown,Blue,21,5024
721265883,26,M,1,Graduate,Single,Less than $40K,Blue,13,2174
715049583,60,M,1,Unknown,Married,$60K - $80K,Blue,54,3398
715394883,35,F,2,High School,Married,Unknown,Blue,36,4319
773448558,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,3673
717249783,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,1815
708344358,53,F,3,High School,Married,Unknown,Blue,45,2495
712003083,55,M,1,Graduate,Married,$80K - $120K,Blue,36,34516
754282908,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3368
717412608,38,F,2,High School,Married,$40K - $60K,Blue,28,7225
719412258,39,F,3,Graduate,Single,Less than $40K,Blue,30,5202
788675658,39,F,2,Unknown,Single,Less than $40K,Blue,29,1923
717683583,39,M,3,High School,Single,$60K - $80K,Blue,36,6929
820584408,49,F,3,Graduate,Single,Less than $40K,Blue,44,4364
719392833,45,F,3,Graduate,Married,Less than $40K,Blue,38,2400
718595583,55,M,3,Graduate,Married,$80K - $120K,Blue,36,25878
778508883,44,M,5,Graduate,Married,$120K +,Blue,24,11876
715511658,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,4568
711999783,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4740
753856008,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,4949
789920883,45,F,3,Graduate,Single,Unknown,Blue,36,11189
788677533,44,M,4,Unknown,Married,$120K +,Blue,31,34516
716284308,65,M,2,Graduate,Married,Unknown,Blue,55,6099
712120608,35,M,3,College,Married,$80K - $120K,Blue,27,3575
715482483,26,M,0,High School,Single,Unknown,Blue,36,3184
720848733,38,M,1,High School,Married,$80K - $120K,Blue,24,13363
708480333,65,M,0,Unknown,Single,$40K - $60K,Blue,36,2163
826723308,58,M,3,College,Married,$120K +,Blue,54,3452
801369258,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,4466
709584483,33,F,3,Graduate,Married,Less than $40K,Blue,25,3030
715708308,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,2112
779707308,35,F,1,Graduate,Married,Less than $40K,Blue,18,7583
711688158,47,M,5,Graduate,Single,$120K +,Blue,27,11760
711848658,35,M,3,College,Married,$60K - $80K,Blue,17,2259
715855083,48,M,4,High School,Married,$80K - $120K,Blue,36,19762
778971408,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,2803
711648708,44,M,3,Graduate,Married,$80K - $120K,Blue,36,25666
713149683,44,F,3,College,Single,Less than $40K,Blue,24,9297
771903033,36,F,1,Graduate,Married,Less than $40K,Blue,25,2999
737925558,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,4234
803347908,34,F,1,Graduate,Single,Less than $40K,Gold,28,15987
817285758,49,M,4,Graduate,Single,$80K - $120K,Blue,33,16435
711480108,37,M,4,High School,Married,$60K - $80K,Blue,24,5335
709662708,65,M,1,High School,Married,$40K - $60K,Blue,53,3506
709224858,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,3610
821771508,32,M,0,High School,Married,$40K - $60K,Blue,28,3172
712216533,44,M,5,Unknown,Single,$80K - $120K,Blue,34,8206
710522433,65,M,0,Graduate,Married,Less than $40K,Blue,46,2416
779046408,60,M,0,Graduate,Married,$40K - $60K,Blue,41,2458
708595158,27,F,0,Graduate,Single,Less than $40K,Blue,36,1677
757266933,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,11819
816776283,42,M,4,High School,Unknown,$80K - $120K,Gold,37,34516
719904333,29,M,0,Graduate,Married,$40K - $60K,Blue,36,1459
718264233,29,M,0,High School,Married,$40K - $60K,Blue,13,1458
784798683,38,M,2,High School,Married,$40K - $60K,Blue,32,1438.3
710899833,36,M,2,Graduate,Married,$40K - $60K,Blue,18,7758
780025908,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,10836
713610033,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5062
709364433,36,F,3,High School,Married,Unknown,Blue,30,3399
713086908,26,M,0,High School,Single,$40K - $60K,Blue,36,2212
709793133,43,F,2,Unknown,Single,$40K - $60K,Blue,36,3186
710032608,52,F,1,Graduate,Single,Less than $40K,Blue,32,5927
779351208,49,M,2,Unknown,Single,$60K - $80K,Blue,34,5176
719776608,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3126
709220583,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,4670
719555733,53,F,2,Uneducated,Married,Unknown,Blue,36,2162
740852733,49,M,3,High School,Married,$80K - $120K,Blue,42,10155
709528308,53,M,4,High School,Married,$80K - $120K,Blue,46,15242
715127208,48,M,3,Doctorate,Divorced,$120K +,Blue,36,34516
817144458,32,F,2,Graduate,Single,Less than $40K,Blue,17,1438.3
710628783,38,M,4,High School,Single,$80K - $120K,Gold,36,34516
772145658,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,16043
739594758,51,F,2,Graduate,Single,Less than $40K,Blue,44,3181
789198708,58,M,3,Graduate,Married,$120K +,Blue,47,27088
720953658,59,F,0,Graduate,Married,Less than $40K,Blue,36,5688
771330558,51,M,4,High School,Married,$60K - $80K,Blue,38,10462
714078558,62,F,1,High School,Married,$40K - $60K,Blue,53,5249
712207683,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,5155
788826408,33,M,1,Uneducated,Married,$120K +,Blue,16,10705
790128033,54,M,3,High School,Single,$80K - $120K,Blue,47,16494
718082208,37,F,1,Graduate,Married,$40K - $60K,Blue,30,6469
712037358,30,M,0,Unknown,Married,$60K - $80K,Blue,23,5146
711711483,61,M,0,High School,Married,$80K - $120K,Blue,50,2800
718861458,49,M,5,Unknown,Single,$60K - $80K,Blue,36,5159
709426608,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5248
811457058,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5881
773073558,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,1467
715937133,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,4999
713480583,46,F,3,High School,Married,Unknown,Blue,36,4668
716383683,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,1438.3
713693958,38,F,1,Uneducated,Single,Less than $40K,Blue,27,8638
715443708,53,M,1,Uneducated,Married,$120K +,Blue,45,9343
770769483,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,21,2256
789326808,26,M,0,College,Single,$60K - $80K,Blue,15,8267
712105533,32,M,2,High School,Single,$40K - $60K,Blue,20,2235
720674133,36,M,1,Uneducated,Married,$40K - $60K,Blue,16,3735
779216358,48,M,2,College,Married,$80K - $120K,Blue,38,2111
717322833,55,M,2,Unknown,Single,$80K - $120K,Blue,36,10604
710279508,52,M,2,Graduate,Married,$80K - $120K,Blue,42,21782
712168833,52,F,1,High School,Married,Less than $40K,Blue,36,2133
780581508,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,16677
711957708,38,F,2,Graduate,Married,Less than $40K,Blue,36,2717
778782858,60,M,1,Graduate,Single,Less than $40K,Blue,48,3980
712924383,55,M,3,Unknown,Single,$60K - $80K,Blue,36,8411
709366458,43,F,3,College,Married,Less than $40K,Blue,36,2227
796990908,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,34516
715702758,38,F,4,Graduate,Married,Less than $40K,Blue,36,1860
788974608,48,M,3,Graduate,Unknown,$60K - $80K,Blue,35,2829
714790008,38,F,1,Unknown,Single,Less than $40K,Blue,36,3764
787438983,43,M,3,College,Single,$40K - $60K,Blue,23,4559
713834358,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,4701
710084883,34,M,2,College,Married,$80K - $120K,Blue,22,1631
710736558,39,F,2,Unknown,Married,Unknown,Blue,36,8096
788915283,43,F,2,College,Single,Less than $40K,Blue,29,2304
714916758,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,5210
789611283,44,M,4,Graduate,Married,$40K - $60K,Blue,38,5452
773288958,38,M,1,Graduate,Married,$60K - $80K,Blue,31,7475
811721133,62,M,1,High School,Married,$40K - $60K,Blue,56,2359
813961233,30,M,0,Unknown,Single,$80K - $120K,Blue,25,4237
783020958,39,M,3,Unknown,Married,$80K - $120K,Blue,33,18582
715764483,53,F,3,High School,Unknown,Less than $40K,Blue,37,7202
798110358,64,F,1,High School,Married,$40K - $60K,Blue,56,1438.3
715745508,51,F,4,Graduate,Single,Unknown,Blue,34,11221
714350658,32,M,1,Graduate,Single,Unknown,Blue,26,18889
826478958,52,M,1,College,Married,$80K - $120K,Blue,48,2066
719127558,43,M,2,High School,Divorced,$80K - $120K,Blue,31,34516
712454958,40,M,5,Graduate,Single,$60K - $80K,Blue,27,2742
718561458,54,M,1,High School,Married,$60K - $80K,Blue,36,20050
822984108,34,F,4,High School,Single,Less than $40K,Blue,30,3046
719469333,33,F,1,High School,Single,Less than $40K,Blue,25,6193
